TMP_AR,TMP_EN,CENTER,Q233,Q244,Q256,Q326,GENDER,ACADEMIC,NATIONALITY,SECTOR,Dim1.1,Dim1.2,Dim2.1,Dim2.2,Dim2.3,Dim3.1,Dim3.2,Dim3.3,Dim3.4,Dim3.5,Dim3.6,Dim3.7,Dim3.8,Dim4.1,Dim4.2,Dim4.3,Dim4.4,Dim4.5,Dim4.6,Dim4.7,Dim4.8,Dim4.9,Dim4.10,Dim4.11,Dim4.12,Dim5.1,Dim5.2,Dim5.3,Dim6.1,Dim6.2,NPS,Unnamed: 42,Most_Unsat,Most_Sat,SERVICE
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,5,1,1,3,3,5,5,5,5,5,5,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,,الرسوم عاليه ??? درهم طلب تجديد مع العلم انني لا أعمل .  عدم الرد على الهاتف للاستفسار، تأخر في الرد على الطلب مع العلم تم تقديمه منذ  ? اسابيع ، البراكنات مزدحمه,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,4,5,5,5,5,5,5,5,5,4,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,10.0,,لاشي,تعاملهم,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,5,5,5,4,5,5,5,5,5,5,5,5.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,5.0,,صعوبه اصدار كروكي من سنتين اتابعها لإصدار إعفاء صعوبه في انجاز المعامله,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,4,3,4,4,4,4,5,3,4,5,5,5,5,4,5,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,10.0,,.,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,3,3,4,2,5,2,3,5,5,5,4,2,3,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,5.0,,عرقله كبيرة ، بطئ بالاجراء،,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,2,2,4,2,5,3,4,5,5,5,5,5,5,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,8.0,,بطئ الدعم الفني، اقترح ان يكون التواصل معهم مباشر عن طريق الهاتف او عن طريق تواجدهم في البلديه . قد تصل العرقله لأكثر من شهر في انتظار الرد منهم. بطئ في السستم,تعامل الموظفيين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,3,4,4,1,5,3,4,5,4,4,4,5,5,5.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,,بطئ الاجراء،  بطئ السستم والدعم الفني جدا متعب,تعامل الموظفيين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,1,1,4,4,4,1,4,2,4,5,5,5,5,5,5,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,7.0,,الباركنات صعبه كثيرا. الانتظار,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,4,1,4,4,5,5,5,5,5,5,5,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,الباركنات والوالده كبيره في السن واضطررت للوقف في مكان جدا بعيد,تعاملهم طيب,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,4,4,4,3,4,4,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,.,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,5,1,1,3,3,5,1,4,3,4,4,4,4,5,5,5,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,8.0,,باركنات جدا صعبه,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,4,4,4,4,5,4,4,5,4,5,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,,عدم توفر مياة الشرب,النظام,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,8.0,,التأخير في الاجراءات .,تعاملهم,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,5,4,5,4,4,5,5,5,5,5,5,4,5,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,8.0,,،,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,8,1,1,4,4,4,1,5,3,5,4,5,4,5,4,4,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,6.0,,تم تقديم ارشاد خطأ ان اذهب للطباعة والموضوع لايحتاج تكلفت بسبب خطأ عندهم. بعض الموظفين غير متعاونين باركنات مزعجه دائما مزدحمه,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,5,1,5,5,5,5,5,5,5,5,4,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,8.0,,زحمه الباركنات ، الدعم الفني نرسل له ايميلات ولا يوجد رد وهذا عطله كبيرة بالنسبه لنا,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,8,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,Nothing,Helping staff,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,8,4,3,3,3,3,3,3,4,4,4,3,3,4,3,4,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,10.0,,Nothing,Nothing,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,4,2,4,1,4,3,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,9.0,,الباركنات,التعامل,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,3,3,4,4,5,4,5,4,4,5,5,4,5,4,4,4.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,8.0,,عم توضيح المستندات المطلوبة في الزياره الواحده,،,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,3,1,3,3,5,1,5,3,5,4,5,4,5,3,3,3.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,8.0,,بعض الموظفين غير بوشوشين، متطلبات كثيرا للخدمه. الباركنات دائما مزدحمه ، الجو حار في المركز,.,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,1,4,3,5,4,5,4,5,4,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,,.,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,3,1,4,4,4,1,4,3,5,5,5,5,4,5,5,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,8.0,,الباركنات جدا مزدحمه،,،,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,4,1,3,1,2,4,3,4,5,4,4,5,4,2,4,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,10.0,,Timing,Came here 2 days for the same reason timing was reasonably declined actually 7 to 3.30pm between we should probably handle when I reach at 2clock there is closed all counter of service its same to be 2 days unfaith,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,4,3,3,3,4,2,4,3,5,5,5,4,3,4,4,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,7.0,,Parking,Location,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,1,4,2,4,1,3,4,5,5,5,5,3,3,5,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,7.0,,الانتظار,الاستقبال,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,8.0,,.,.,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,3,3,3,3,4,1,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,8.0,,التأخير ،والباركنات،،,.,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,5,3,3,3,5,5,5,3,5,5,5,5,5,5,5,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,,.,سلاسه و تعامل سريع,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,4,3,4,4,4,1,4,3,4,4,4,3,4,4,5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,,Nothing,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,3,3,2,1,4,3,5,5,5,5,5,1,3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,تم التقديم على طلب منحه أرض  التعامل جدا سيئ المتطلبات كثيرة ، يفترض تقديم الخدمات بدون رسوم لاصحاب الهمم وكبار الموطنين  ، الباركنات جدا سيئه الموظفين اخذوها كلها ،، الانتظار طويل ، يوجد تفرقه بين المتعاملين,لاشي,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,3,3,3,1,5,3,4,5,4,4,4,4,3,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,7.0,,رسوم عاليه لبعض الاوراق. طول مدة المعامله ? سنوات ، التأخير جدا في الانجاز ، تعامل الموظفين بعضهم غير جيد ، مع العلم الأوراق مكتمله ، الباركنات مزدحمه,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,5,1,1,2,2,5,1,5,3,5,5,5,5,5,2,4,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,6.0,,التعامل مع المهندسين صعب واسلوبهم غير جيد غير متعاونين  ، مده طويله لإنجاز من ثلاث سنين. لايوجد حل مع انه الموضوع بسيط,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,5,1,1,3,4,4,4,5,3,4,5,5,5,5,2,3,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,,الانتظار . باركنات زحمه، تعقيد الإجراءات,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,3,4,5,5,4,3,5,5,4,3,4,4,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,10.0,,لا يوجد,التوصل مع الموظف المختص,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,8.0,,,,1,7,3,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,طول الانتظار,الجودة,Q233_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,8.0,,.,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,2,2,2,2,5,3,5,5,5,4,4,2,3,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,4.0,,تأخير شديد من قسم الدعم الفني دائما مشاكل في النظام وعدم استجابة منهم لحل المشكلات,تعامل الأقسام الباقيه جسد لكن قسم الدعم الفني على عكسهم تماما,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,1,2,4,1,5,4,4,4,4,5,4,3,3,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,,طول الانتظار ، قله الانجاز عرقله شديده من قسم الدعم الفني,.  تعامل موظفي الكاونترات بعضهم جيد جدا ويحل مشكله وبعضهم تعامله ليس كما يجب,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,5.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,7.0,,تقديم طلب تعديل مخطط يجب أن يحدد موعد ف يتم ارسال ايميل بتحديد موعد زياره المراقب وبعد دقيقتين ترسل رساله تم الغاء الطلب بزياره المراقب،  طول انتظار في الاجراء ومشكله كبيره في السيستم وفي قسم الدعم الفني,الموظفيين في الكاونترات جيدين لكن المشكله في النظام جدا بطيئ ومتعب,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,3,3,4,4,4,3,4,5,5,5,4,4,3,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,9.0,,لاشي,تعامل الموظفه,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,1,1,3,4,5,1,5,5,4,4,5,5,5,5,3,5.0,3.0,4.0,4.0,5.0,1.0,2.0,4.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,7.0,,تأخر في الاجراءات تقديم الطلب منذ عشرة أيام لحد الآن لايوجد رد ،بطئ في المعاملات ، باركنات صعبه جدا,تعامل الموظفيين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,3,4,5,5,5,5,4,5,5,5,5,5,5,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,7.0,,تأخر في الاجراء,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,5,5,5,5,5,3,5,5,5,5,3,5,2,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,10.0,,هناك تأخير من قسم المهندسين يعني يتحكم علينا الزيارة اكثر من مرة ليتم الأمر,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا شيء,سهولة الخدمة,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,10.0,,،,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,،,تعاملهم طيب,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,1,5,1,1,2,4,5,2,5,3,5,5,5,5,5,5,3,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,8.0,,هناك خطأ في الاجراء,تعاملهم,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,.,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6.0,,,,1,5,1,1,5,4,5,2,5,5,5,5,5,5,5,5,3,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,8.0,,.,.,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,3,3,5,4,5,1,4,5,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,9.0,,رسوم تجديد الكروكي عاليه ووقته قليل يرجى تمديد الفتره لأكثر من سته أشهر,تعامل الموظفه,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,4.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0,5.0,,صعوبة الوصول للموظفين لحل المشاكل خاصه المهندسيين، عدم تنسيق بين الأقسام في البلديه ، توضع ملاحظات على المخططات وعند تنفيذها توضع ملاحظات أخرى وهكذا ،,تعامل الموظفين في الكاونترات جيد لكن التعامل في الأقسام جدا متعب لنا كا مكاتب استشاريه، تأخير كبير في قسم الطرق,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,9.0,,،,،,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,2,5,1,1,4,3,5,4,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,كل شي التعامل والاجراء,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,5,2,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,,رفع الايقاف عن القسيمه ياخذ وقت طويل,تعامل الموظفيين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,5,4,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,.,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,3,3,4,4,4,2,5,5,5,5,5,4,5,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,كل شي بارك الله فيهم,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,3,4,1,4,4,4,4,4,3,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,9.0,,.,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,4,3,4,4,4,2,4,3,4,5,5,5,5,2,3,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,7.0,,هناك انتظار طويل  و اتمنى عدم تمييز بين الجنسيات,.,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,.,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,8,3,3,3,3,4,1,5,3,4,4,5,5,1,4,4,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,6.0,,.,بشاشة و اناقةالموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,3,3,2,4,4,3,3,4,4,4,3,3,3,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,,الدعم الفني بطئ كبير في حل المشاكل، بعض موظفين سعاده المتعاملين غير متمكنين من المساعده,..,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,8,1,1,3,3,4,2,5,3,4,5,5,5,5,2,5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,الباركنات مزدحمه، الرسوم الاجماليه ل المعامله عاليه نوعا ما. الانتظار,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,4,4,4,2,4,3,5,5,5,5,5,3,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,انتظار طويل,التعامل الجيد,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,3,3,3,3,4,2,5,3,5,5,5,4,4,4,4,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,,.,.,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6.0,,,,1,8,1,1,5,5,5,4,5,5,5,5,5,4,5,3,5,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,9.0,,وقت الانتظار للوصول للدور,الإجراءات السريعة,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,1,4,4,4,4,4,4,4,1,4,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,.,.,Q233_9
