TMP_AR,TMP_EN,CENTER,Q233,Q244,Q256,Q326,GENDER,ACADEMIC,NATIONALITY,SECTOR,Dim1.1,Dim1.2,Dim2.1,Dim2.2,Dim2.3,Dim3.1,Dim3.2,Dim3.3,Dim3.4,Dim3.5,Dim3.6,Dim3.7,Dim3.8,Dim4.1,Dim4.2,Dim4.3,Dim4.4,Dim4.5,Dim4.6,Dim4.7,Dim4.8,Dim4.9,Dim4.10,Dim4.11,Dim4.12,Dim5.1,Dim5.2,Dim5.3,Dim6.1,Dim6.2,NPS,Unnamed: 42,Most_Unsat,Most_Sat,SERVICE
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,4,,1,7,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,8,,لايوجد,التعاون,Q256_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,3,3,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,4,5,4,5,4,3,4,4,4,4,4,9,,لايوجد,الاحترام والانجاز,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,1,,1,7,3,3,4,4,4,4,4,4,4,4,4,4,5,3,5,5,4,3,3,3,4,3,4,3,4,4,5,5,5,5,4,4,9,,التنقل بين المركز ووسيطك كثيرا يرجى العمل علي دمج المجانين او موظف يكون متوفر من وسيبك هنا بالمركز للانجاز,الاحترام والموظفين,Q256_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,2,7,1,3,2,3,4,3,4,4,4,4,4,4,4,2,5,4,2,2,2,3,3,3,3,4,5,4,4,4,4,4,4,4,7,,اما قسم التنفيذ فاجراءاتهم بطيئة ولا يجيدون التحديث الواقعي ويطلبون التحدث من خلال خدمة الاونلاين  والواتساب رغم وجودي بالمركز,الموظفين في الأقسام الحسابات والطلبات اكثر تعاون,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,4,5,5,5,4,5,5,4,4,4,4,9,,لايوجد,التعامل الراقي,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,1,1,5,4,4,3,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,5,5,5,4,4,4,4,10,,لا شي,المكان مريح,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,3,3,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,5,3,5,4,4,4,4,4,9,,احيانا بعض الموظفين قلة منهم وليس جميعهم  يتكلمون ببعض التعالي وايضا زيادة سعر الطلب الي مائتين درهم,المعاملة الطيبة من موظفي الطلبات القضائية,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,1,4,4,4,3,5,5,3,4,4,4,4,3,4,4,4,4,4,3,4,3,5,5,5,4,4,5,5,4,4,4,8,,بطئ الإجراءات عند الموظفين,المكان نظيف والضيافة,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,10,,لا شيء,المكان مريح والتعامل,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,3,3,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,4,4,4,5,4,5,5,4,10,,لايوجد,البساطة والتعاون حيث انني قادم من دبي واجد سهولة ويسر في التعاملات,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,2,8,3,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,5,4,4,3,3,4,4,4,8,,يرجى العمل علي استعجال تنفيذ القرارات القضائية,التعاون,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,3,3,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,10,,لاشي,المعاملة,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,1,1,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,1,5,5,5,5,3,3,9,,"طلب تخفيض الرسوم خاصه لاصحاب الدخل المحدود كل ورقه ب خمسين، تسهيل الحصول على ورقه عدم عمل . الباركنات زحمه",التعامل ممتاز والإنجاز بارك الله فيهم .,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4,2,7,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,,Very quick response,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4,1,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,10,,None.,Very approachable,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,7,4,1,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,5,5,5,5,4,4,10,,Na,Kindly people,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,7,3,1,4,4,4,4,4,4,4,3,4,4,2,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,9,,لا يوجد,التعامل المميز من الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,5,3,1,4,4,5,3,5,2,4,3,5,4,2,4,3,5,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,8,,لايوجد شي,تعامل الموظفه,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,5,3,3,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لاشي,جزاكم الله خير,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3,1,5,1,1,4,4,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لايوجد ابدا,ماشالله عليهم جزاهم الله كل خير,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,7,5,1,4,5,5,3,4,3,5,3,5,4,3,4,5,5,5,5,4,5,2,5,3,4,5,4,5,4,4,4,4,4,10,,Repeated phonecalls to resolve issues,Helpfulness,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3,1,7,3,1,4,4,4,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,9,,لا شي,.,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,7,3,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,5,5,4,5,4,4,9,,.,.,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,7,3,1,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,3,4,4,4,8,,.,.,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,5,1,1,4,4,4,3,5,3,5,4,5,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,الباركنات بدون مظلات بعض الأحيان تكن مزدحم.,تعامل طيب ماشالله,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1,1,7,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,,Easy to communicate and best service,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1,2,5,3,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لاشي,سرعه في الانجاز,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,3,1,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,10,,لاشي,تعاملهم,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,7,3,1,5,5,4,4,4,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,10,,يرجى توفير شفت مسائي لاصحاب الدوامات .,الخدمات عموما وطريقه التعامل,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,7,3,1,4,4,5,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,,.,.,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,3,4,4,5,4,4,4,3,2,4,3,4,4,3,4,4,3,3,4,4,8,,لاشي,تعامل الموظفه,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,5,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,4,4,8,,رسوم المعامله,تعامل الموظفه,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1,,,,1,7,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,2,4,4,3,3,3,3,8,,من سنه والى الان الاجراء ما خلص,تعامل الموظفه,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,5,1,1,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,4,3,2,4,2,4,4,3,3,2,2,6,,عدم انجاز معاملتي,توفر موقف,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,2,7,3,3,4,4,4,1,4,4,4,4,4,4,3,4,4,4,4,4,2,3,2,2,3,3,4,2,4,4,2,3,4,4,6,,عدم توفر مواقف وعطل بالطابعه وزياده الرسوم,_,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,5,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,,عدم معرفه الموظفين بالإجراءات المطلوبه,لاشي,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6,,,,1,7,1,1,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,10,,لاشي,تعامل الموظفين وسرعه الإنجاز,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,2,7,1,1,4,4,1,1,4,4,5,4,4,4,3,2,4,4,2,2,2,1,2,2,2,2,4,1,4,2,2,2,1,1,2,,عدم انجاز المعامله من سنه واليوم يقولون المعامله مش عندنا روحي المحكمه,لاشي,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,5,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,1,4,4,3,3,4,4,8,,عدم توفر المواقف,تعامل الموظف,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,1,5,1,1,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,4,1,4,4,3,3,4,4,7,,عدم توفر مواقف وارتفاع الرسوم,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,2,5,1,1,4,4,4,1,4,4,4,4,2,4,4,2,4,3,3,3,4,4,3,4,3,3,4,2,4,3,3,3,4,4,7,,عدم توفر مواقف والانتظار وتشوف الموظفين ماعندهم عملاء,لاشي,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,1,5,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,3,3,4,4,9,,لاشي,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,2,7,1,1,4,4,4,1,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,4,4,9,,عدم توفر المواقف,_,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,8,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,2,4,4,3,3,4,4,8,,لاشي,تعامل الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7,,,2,7,1,1,3,3,5,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,10,,لا,اهتمام الموظفين وإنجاز المعاملة,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,7,3,3,3,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لا,سرعة إنجاز المعاملة,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8,,,1,8,4,3,3,5,5,4,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,Nothing,No waiting,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1,,,1,7,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,Parking,Customer service was good and employees good behavior,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2,,,1,5,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,10,,Nothing,Staff,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,5,1,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,10,,لا,الموظفين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8,,,1,8,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,Nothing,Employees are very helpful,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,7,3,3,3,3,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,10,,لا يوجد,تعامل الموظفين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,7,1,2,3,3,5,1,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,8,,الاستقبال,إنجاز المعاملة,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,7,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,10,,لا,الاستقبال والموظفين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8,,,1,8,4,3,3,3,5,5,5,4,5,5,5,5,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,Nothing,No waiting,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3,,,1,7,1,1,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,10,,لا يوجد,تعامل الموظفين,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3,,,1,7,3,3,3,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,9,,إجراءات استرجاع التأمين,تعامل الموظيفن,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,1,1,5,4,4,3,4,4,4,4,5,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,10,,لا شي,التعامل الجيد,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,1,,1,7,4,3,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,9,,Nothing,Everything is good,Q256_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,1,,1,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,10,,Nothing,Customer service,Q256_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,3,1,3,4,3,3,4,3,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,3,5,5,3,4,4,4,8,,الانتظار وزيادة الرسوم,المركز منظم وهادي,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,1,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,10,,لايوجد,السرعة والدقة,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,3,1,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لا شي,الموظفين متعاونين,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6,,,,1,7,3,3,4,4,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,10,,"توضيح طريقه الأول لاين بالنسبه للخدمات حيث غير واضحه التسميات يرجى توضيح كل خيار على حده ، او تمكين مكاتب الطباعه من الخدمه بعضهم غير متمكن ولاتعلم ليس ليس لديه خبره  توفير كاونترات للطباعة متخصص في خدمات البلديه  لانني عند التقديم على الخدمه اضطر للبحبث خارج عن مكتب يعرف طرق التقديم على خدمات البلديه، توضيح انه الخدمه متاحه ماقبل التقديم عليها",تعاملهم,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,4,,,,1,5,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,4,4,8,,.,.,Q233_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,2,5,1,1,3,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,5,1,5,1,3,3,1,1,5,,"الرسوم عاليه ??? درهم طلب تجديد مع العلم انني لا أعمل .  عدم الرد على الهاتف للاستفسار، تأخر في الرد على الطلب مع العلم تم تقديمه منذ  ? اسابيع ، البراكنات مزدحمه",.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,3,3,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,,لاشي,تعاون الموظفين,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,2,7,3,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,,_,_,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,4,2,3,4,4,4,4,3,3,4,4,9,,تنقل من موظف لموظف,_,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,3,3,4,4,9,,عدم توفر موقف,تعامل الموظف,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,3,1,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,7,,تواصل معهم على الواتس وكان الرد لا يوجد طلب وعنده حضوره وجد الأوراق جاهزه,تعامل الموظفه,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,1,4,4,1,3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,2,3,4,2,4,4,4,3,4,2,8,,عدم تنفيذ الاجراء كما موجود بالاوراق,_,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,3,4,4,4,3,4,2,4,4,3,3,2,2,5,,عدم تعاون الموظفين,لاشي,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,9,,لاشي,تعامل الموظفين,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,1,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,1,4,4,3,2,4,2,8,,رسوم الخدمه,تعامل الموظفه,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,4,,1,7,3,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,8,,عدم توفر مواقف,سياسه التعامل,Q256_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,1,1,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,4,4,4,4,3,2,4,4,9,,لاشي,تعامل الموظفين,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,4,,1,7,3,1,4,4,4,3,4,4,4,4,4,4,4,1,4,3,2,2,2,2,2,2,2,2,4,3,4,3,3,3,2,2,6,,تحويله من قسم لقسم وعدم انجاز المعامله,_,Q256_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,2,7,3,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,3,4,4,8,,_,_,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,2,,1,7,3,3,4,4,1,2,4,4,4,4,4,4,4,2,4,4,2,2,3,2,3,2,2,2,4,1,4,3,3,3,2,1,2,,عدم انجاز المعامله / عدم استرداد المبالغ في حال رفض الطلب,لاشي,Q256_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,2,7,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,8,,_,_,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,1,7,3,3,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,4,5,4,3,3,4,4,10,,لاشي,تعاملهم,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,1,5,1,1,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,1,2,3,3,2,5,5,5,4,2,3,2,2,5,,صعوبه اصدار كروكي من سنتين اتابعها لإصدار إعفاء صعوبه في انجاز المعامله,"،",Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,1,7,4,3,4,4,4,4,5,3,4,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,10,,.,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,2,7,3,3,3,3,4,2,5,2,3,5,5,5,4,2,3,4,2,2,2,2,2,2,2,2,5,4,5,3,1,2,2,2,5,,"عرقله كبيرة ، بطئ بالاجراء،","،",Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,2,7,3,3,2,2,4,2,5,3,4,5,5,5,5,5,5,5,4,4,4,2,2,2,2,2,5,4,5,4,2,2,2,2,8,,"بطئ الدعم الفني، اقترح ان يكون التواصل معهم مباشر عن طريق الهاتف او عن طريق تواجدهم في البلديه . قد تصل العرقله لأكثر من شهر في انتظار الرد منهم. بطئ في السستم",تعامل الموظفيين,Q233_9
